Country, GDP
Aruba,2331005586.60
Aruba,1920262569.80
Aruba,2498932960.90
Australia,312028527262.50
Australia,1055031652298.20
Australia,182032736429.80
Australia,149679108635.10
Australia,399325103438.90
Australia,1141267760188.20
Australia,466451368666.30
Australia,176929340196.50
Australia,180215540385.10
Australia,414987125541.70
Australia,325313389217.90
Australia,189113287453.70
Australia,193232204310.80
Australia,747205750224.60
Australia,1534425905762.70
Australia,693338595699.90
Australia,435636249804.40
Australia,235787252619.30
Australia,926283274398.40
Australia,853441155688.20
Australia,299474798469.20
Australia,368022720522.70
Australia,325641629385.40
Australia,401409711684.40
Australia,1560372473125.20
Australia,193684210526.30
Australia,1388066356092.00
Australia,378488247289.90
Australia,176557529316.20
Australia,388692192004.00
Australia,322874437910.80
Australia,1453770210672.00
Australia,394250732524.10
Australia,612871674491.40
Australia,310944978838.00
Austria,436343622435.20
Austria,81861199744.70
Austria,260721444695.30
Austria,98797566471.40
Austria,217683637172.10
Austria,173375486152.00
Austria,299857213806.80
Austria,428321937480.40
Austria,389679337748.30
Austria,397594331758.80
Austria,427611542405.20
Austria,240457622492.20
Austria,71103573445.20
Austria,189921093103.00
Austria,212970732166.40
Austria,203044934345.30
Austria,166062326031.70
Austria,132785127405.10
Austria,67821539096.30
Austria,429072838476.50
Austria,69219606278.30
Austria,212323486300.60
Austria,236720561476.50
Austria,386458937859.30
Austria,196953646532.40
Austria,70863141524.10
Austria,314649048625.80
Austria,194608189331.30
Austria,407575109732.60
Austria,216725229064.60
Austria,133018165607.90
Austria,196421687857.00
Austria,123869286025.30
Austria,71947295848.00
Austria,334309371471.60
Azerbaijan,3313739673.50
Azerbaijan,3962710163.10
Azerbaijan,75198010965.20
Azerbaijan,48852482960.10
Azerbaijan,44291490420.50
Azerbaijan,33050343782.80
Azerbaijan,13245421880.80
Azerbaijan,4991350457.50
Azerbaijan,6236024951.20
Azerbaijan,3176749593.10
Azerbaijan,3973027396.70
Azerbaijan,7275766111.20
Azerbaijan,20983019923.90
Azerbaijan,8858006035.90
Azerbaijan,52902703376.10
Azerbaijan,4581222442.50
Azerbaijan,73560484385.00
Azerbaijan,65951627200.20
Azerbaijan,68730906313.60
Azerbaijan,4446396217.60
Azerbaijan,5272617196.00
Azerbaijan,5707618246.60
Azerbaijan,3052467522.40
Azerbaijan,8680511918.50
Azerbaijan,8792365810.50
"Bahamas, The",6957996000.00
"Bahamas, The",2472500000.00
"Bahamas, The",2817900000.00
"Bahamas, The",7706222000.00
"Bahamas, The",7909580000.00
"Bahamas, The",3109000000.00
"Bahamas, The",6949317000.00
"Bahamas, The",8234470000.00
"Bahamas, The",7965588000.00
"Bahamas, The",3429000000.00
"Bahamas, The",3062000000.00
"Bahamas, The",8510500000.00
"Bahamas, The",3166000000.00
"Bahamas, The",8318996000.00
"Bahamas, The",1578300000.00
"Bahamas, The",4961119000.00
"Bahamas, The",6019972000.00
"Bahamas, The",8431750000.00
"Bahamas, The",5353524000.00
"Bahamas, The",7889750000.00
"Bahamas, The",7820420000.00
"Bahamas, The",3609000000.00
"Bahamas, The",3111160000.00
"Bahamas, The",6516651000.00
"Bahamas, The",3259000000.00
"Bahamas, The",7094413000.00
"Bahamas, The",1732800000.00
"Bahamas, The",8246650000.00
"Bahamas, The",1426500000.00
"Bahamas, The",2041100000.00
"Bahamas, The",2713999900.00
"Bahamas, The",1335300000.00
"Bahamas, The",2320699900.00
"Bahamas, The",3092000000.00
"Bahamas, The",6327552000.00
Bahrain,4751063956.10
Bahrain,3645744777.80
Bahrain,5567553605.50
Bahrain,3072698410.00
Bahrain,13150516503.10
Bahrain,21730000000.00
Bahrain,4229787346.50
Bahrain,33868989361.70
Bahrain,3467819241.20
Bahrain,5200266095.80
Bahrain,11075116625.40
Bahrain,3702393715.50
Bahrain,3735106482.30
Bahrain,18505053191.50
Bahrain,32897606383.00
Bahrain,3392021100.90
Bahrain,3863563932.50
Bahrain,6349202562.50
Bahrain,22938218085.10
Bahrain,25713271276.60
Bahrain,29044069148.90
Bahrain,6621186467.70
Bahrain,9632411234.30
Bahrain,30756462766.00
Bahrain,4616223527.00
Bahrain,3905585210.30
Bahrain,15968726861.70
Bahrain,3052393698.20
Bahrain,3651861799.30
Bahrain,6101861598.50
Bahrain,6183941062.30
Bahrain,9063147956.10
Bahrain,25710877659.60
Bahrain,5849467974.70
Bahrain,8976446448.00
Bangladesh,48244308274.80
Bangladesh,51270569883.50
Bangladesh,33768662171.40
Bangladesh,149990451022.30
Bangladesh,53369787318.60
Bangladesh,33166520084.30
Bangladesh,69442943089.40
Bangladesh,18114645161.30
Bangladesh,79611888213.10
Bangladesh,53991289844.30
Bangladesh,18996827599.10
Bangladesh,173818932215.70
Bangladesh,54724081490.50
Bangladesh,46438482370.40
Bangladesh,102477791472.40
Bangladesh,21846856464.90
Bangladesh,27828101772.60
Bangladesh,91631278239.30
Bangladesh,49984559471.40
Bangladesh,115279077465.20
Bangladesh,133355749482.50
Bangladesh,65108544250.00
Bangladesh,60158929188.30
Bangladesh,31708873954.30
Bangladesh,30957483290.20
Bangladesh,17579454342.90
Bangladesh,31218783739.20
Bangladesh,128637938711.40
Bangladesh,71819083683.70
Bangladesh,37939748051.90
Bangladesh,20299387449.50
Bangladesh,18562450000.00
Bangladesh,26579005762.80
Bangladesh,22278423076.90
Bangladesh,24615653289.10
Barbados,1144931025.90
Barbados,1950900000.00
Barbados,4595000000.00
Barbados,3119500000.00
Barbados,3509700000.00
Barbados,946949724.90
Barbados,3271200000.00
Barbados,989409791.70
Barbados,2874459180.60
Barbados,1198180245.50
Barbados,4358000000.00
Barbados,1315567052.90
Barbados,860438453.30
Barbados,4546000000.00
Barbados,3168600000.00
Barbados,3012031888.80
Barbados,1448665027.60
Barbados,2411872813.70
Barbados,2151295089.20
Barbados,3891500000.00
Barbados,4445500000.00
Barbados,1050464828.00
Barbados,2023318164.40
Barbados,3112350000.00
Barbados,4281000000.00
Barbados,4602000000.00
Barbados,1703922714.60
Barbados,1540893882.60
Barbados,2261969772.40
Barbados,2549296364.70
Barbados,4313000000.00
Barbados,2007109742.70
Barbados,2046188943.50
Barbados,4303500000.00
Barbados,4348000000.00
Belarus,12354820143.90
Belarus,30210091836.80
Belarus,36961821893.70
Belarus,14931599418.40
Belarus,73097619636.80
Belarus,12138485328.60
Belarus,14756861538.50
Belarus,49208656976.00
Belarus,12736856485.10
Belarus,59734593904.60
Belarus,55220932614.00
Belarus,45275747860.60
Belarus,15222014828.30
Belarus,17369598958.10
Belarus,13972637603.20
Belarus,17825436034.50
Belarus,76139250364.50
Belarus,60752177438.90
Belarus,17813389815.00
Belarus,14594925393.00
Belarus,23141587717.80
Belarus,14128412417.20
Belarus,17022180272.20
Belarus,63615445566.80
Belarus,16280372553.10
Belgium,120475979772.40
Belgium,410698783088.70
Belgium,211312935617.20
Belgium,105128965667.10
Belgium,127312456890.60
Belgium,524778837629.80
Belgium,164846642096.60
Belgium,485833564879.10
Belgium,206113954611.30
Belgium,254099007668.00
Belgium,245817096696.40
Belgium,472309061045.70
Belgium,92446759668.00
Belgium,149963587250.10
Belgium,162917388919.40
Belgium,87516370808.70
Belgium,280790879478.80
Belgium,520090815878.10
Belgium,289122879036.70
Belgium,370445741246.60
Belgium,528099805393.40
Belgium,225577891791.00
Belgium,498746230593.90
Belgium,259822182707.30
Belgium,484433112582.80
Belgium,237336465819.10
Belgium,258389798607.20
Belgium,235676160602.30
Belgium,318573363431.20
Belgium,83667062273.10
Belgium,533382785676.10
Belgium,259666524611.10
Belgium,86596915551.30
Belgium,386954358910.60
Belgium,237397762863.50
Belize,871840750.00
Belize,932676400.00
Belize,580760200.00
Belize,990350000.00
Belize,1336957250.00
Belize,1368625150.00
Belize,1290542550.00
Belize,1624294250.00
Belize,227850000.00
Belize,363150000.00
Belize,413050000.00
Belize,1487005600.00
Belize,654198100.00
Belize,1397113450.00
Belize,559759650.00
Belize,831750000.00
Belize,192900000.00
Belize,189000000.00
Belize,1573867300.00
Belize,179250000.00
Belize,210900000.00
Belize,314900000.00
Belize,620031750.00
Belize,276550000.00
Belize,732608000.00
Belize,518143700.00
Belize,1217442150.00
Belize,1114202700.00
Belize,641271350.00
Belize,194750000.00
Belize,688872450.00
Belize,1057850000.00
Belize,209150000.00
Belize,444720750.00
Benin,1695315185.80
Benin,8307221457.60
Benin,1502294413.90
Benin,2488892429.50
Benin,4050869967.90
Benin,1095348199.40
Benin,1051134009.30
Benin,1045712789.80
Benin,5511880905.90
Benin,1598075944.80
Benin,2274558078.70
Benin,2807657386.40
Benin,1336102027.00
Benin,2268301645.10
Benin,7289779658.40
Benin,4358015992.80
Benin,8746992733.50
Benin,2359122302.70
Benin,7543183758.90
Benin,2169627138.40
Benin,1562412225.80
Benin,2455092688.10
Benin,6584477484.60
Benin,1620246084.80
Benin,1405251843.80
Benin,6633463906.70
Benin,3557229701.90
Benin,2499269391.10
Benin,2361116448.10
Benin,1267778671.50
Benin,6561782312.70
Benin,1291120190.60
Benin,1986437797.90
Benin,1959965330.50
Benin,4705087452.20
Bermuda,1039500032.00
Bermuda,889400000.00
Bermuda,1296499968.00
Bermuda,985699968.00
Bermuda,1679900032.00
Bermuda,1867160064.00
Bermuda,3937228000.00
Bermuda,3324433000.00
Bermuda,4484703000.00
Bermuda,1415100032.00
Bermuda,613299968.00
Bermuda,1820359936.00
Bermuda,4186525000.00
Bermuda,3130748000.00
Bermuda,739100032.00
Bermuda,3480219000.00
Bermuda,1173500032.00
Bermuda,5537537000.00
Bermuda,1634899968.00
Bermuda,1592400000.00
Bermuda,785500032.00
Bermuda,2695390000.00
Bermuda,5806378000.00
Bermuda,5744414000.00
Bermuda,2932827000.00
Bermuda,2030749952.00
Bermuda,6109928000.00
Bermuda,5550771000.00
Bermuda,4868136000.00
Bermuda,5573710000.00
Bermuda,5895048000.00
Bermuda,1501500032.00
Bermuda,3680483000.00
Bermuda,5414299000.00
Bhutan,439158233.20
Bhutan,1264758198.00
Bhutan,1820207625.80
Bhutan,316420860.90
Bhutan,419035810.50
Bhutan,146391639.70
Bhutan,172217502.00
Bhutan,1258332337.30
Bhutan,365964500.10
Bhutan,148934334.00
Bhutan,1196091805.00
Bhutan,250794359.60
Bhutan,303053462.80
Bhutan,283855833.30
Bhutan,135653295.20
Bhutan,270801565.20
Bhutan,1823692109.60
Bhutan,1585472534.10
Bhutan,201375725.60
Bhutan,1821412872.80
Bhutan,476360697.20
Bhutan,250045839.90
Bhutan,702682019.00
Bhutan,1781261412.50
Bhutan,897731524.90
Bhutan,622026107.80
Bhutan,253182453.70
Bhutan,376955087.30
Bhutan,165585940.60
Bhutan,537050133.70
Bhutan,818869609.30
Bhutan,169264991.20
Bhutan,275949889.10
Bhutan,235239570.40
Bhutan,299787275.80
Bolivia,6715164550.80
Bolivia,13120183156.70
Bolivia,27035110130.20
Bolivia,6169481549.40
Bolivia,8397858184.80
Bolivia,8082396526.00
Bolivia,5377277406.70
Bolivia,23948541156.10
Bolivia,4537487842.60
Bolivia,5594118400.20
Bolivia,4715978868.20
Bolivia,11451869164.70
Bolivia,34175832127.40
Bolivia,8285061618.20
Bolivia,8773451738.90
Bolivia,4347956298.50
Bolivia,30601157742.40
Bolivia,3959379487.60
Bolivia,5734703452.20
Bolivia,8497499333.00
Bolivia,5343259388.80
Bolivia,19649631308.20
Bolivia,5422656261.70
Bolivia,5981218997.00
Bolivia,7905485216.20
Bolivia,4597615562.70
Bolivia,7396952081.00
Bolivia,7925733785.50
Bolivia,4867582620.20
Bolivia,5643864407.80
Bolivia,16674324634.20
Bolivia,9549122263.80
Bolivia,8141513292.10
Bolivia,17339992165.20
Bolivia,5891606676.20
Bosnia and Herzegovina,1866572973.10
Bosnia and Herzegovina,17851326454.40
Bosnia and Herzegovina,8370020196.20
Bosnia and Herzegovina,2786045391.90
Bosnia and Herzegovina,1255802465.40
Bosnia and Herzegovina,5505984456.00
Bosnia and Herzegovina,17264893103.20
Bosnia and Herzegovina,12550175101.00
Bosnia and Herzegovina,16906005781.10
Bosnia and Herzegovina,18711890353.50
Bosnia and Herzegovina,10022840634.90
Bosnia and Herzegovina,4116699576.20
Bosnia and Herzegovina,10903626824.30
Bosnia and Herzegovina,6651226179.00
Bosnia and Herzegovina,4685729738.60
Bosnia and Herzegovina,18344278252.60
Bosnia and Herzegovina,18318439121.50
Bosnia and Herzegovina,15441062281.30
Bosnia and Herzegovina,5748990554.80
Bosnia and Herzegovina,3671816537.80
Bosnia and Herzegovina,16847493058.80
Botswana,8957491775.70
Botswana,14979306814.00
Botswana,5438856513.70
Botswana,1172230578.30
Botswana,4730599685.10
Botswana,1392602037.60
Botswana,14792390177.30
Botswana,10267108398.20
Botswana,10945056877.90
Botswana,1014945863.30
Botswana,5020265172.90
Botswana,4790481509.20
Botswana,5788311649.00
Botswana,4847757699.00
Botswana,4160129174.70
Botswana,10939062373.80
Botswana,1073812406.80
Botswana,15682932628.50
Botswana,2644554881.80
Botswana,15813371063.20
Botswana,10089153102.80
Botswana,3790636670.80
Botswana,3083822372.20
Botswana,3942877347.10
Botswana,12786670174.90
Botswana,5489646897.90
Botswana,1114783536.10
Botswana,7511538757.30
Botswana,1965227089.00
Botswana,4146464586.60
Botswana,1240821852.10
Botswana,4259258810.90
Botswana,5484263050.40
Botswana,1060889703.80
Botswana,9931223498.30
Brazil,785671965649.40
Brazil,2346118175194.30
Brazil,886336818826.10
Brazil,315000000000.00
Brazil,2209399719721.20
Brazil,1395967936923.60
Brazil,425600000000.00
Brazil,1694615814999.00
Brazil,657216179284.00
Brazil,438299491344.10
Brazil,461952000000.00
Brazil,601894052733.90
Brazil,407337837837.80
Brazil,892106837571.50
Brazil,669642735042.70
Brazil,508779896960.00
Brazil,390566571202.20
Brazil,853504128942.40
Brazil,2413174312396.50
Brazil,866842105716.70
Brazil,420000000000.00
Brazil,2615189973180.50
Brazil,1107788560326.90
Brazil,559008449788.80
Brazil,559611852733.60
Brazil,1664562923508.30
Brazil,2392094501287.20
Brazil,558111997497.30
Brunei Darussalam,6557333084.60
Brunei Darussalam,4734020036.70
Brunei Darussalam,10732593023.90
Brunei Darussalam,4366213849.60
Brunei Darussalam,12247680675.70
Brunei Darussalam,5843329107.60
Brunei Darussalam,11470462388.80
Brunei Darussalam,16691360424.90
Brunei Darussalam,7872333215.00
Brunei Darussalam,4600000000.00
Brunei Darussalam,5115602836.90
Brunei Darussalam,5601090584.40
Brunei Darussalam,14393437576.40
Brunei Darussalam,3844723142.50
Brunei Darussalam,3520551724.10
Brunei Darussalam,17256754269.20
Brunei Darussalam,12370530143.80
Brunei Darussalam,2985467979.30
Brunei Darussalam,3782523088.50
Brunei Darussalam,4183548189.10
Brunei Darussalam,16111135785.90
Brunei Darussalam,4051147227.50
Brunei Darussalam,9531417164.50
Brunei Darussalam,16953952577.90
Brunei Darussalam,3523612563.10
Brunei Darussalam,4087337959.90
Brunei Darussalam,4264252336.40
Brunei Darussalam,5197332974.10
Brunei Darussalam,6001153306.30
Brunei Darussalam,2690717551.20
Brunei Darussalam,2754463437.80
Brunei Darussalam,2358592817.10
Brunei Darussalam,4105706151.80
Brunei Darussalam,3701667052.60
Brunei Darussalam,4928824958.00
Bulgaria,10371900826.40
Bulgaria,20056236481.60
Bulgaria,21101364344.70
Bulgaria,10110256626.50
Bulgaria,54479873099.90
Bulgaria,25919754936.20
Bulgaria,10831998208.30
Bulgaria,13353530538.10
Bulgaria,21746813186.80
Bulgaria,13659823860.00
Bulgaria,10943548387.10
Bulgaria,29299967875.00
Bulgaria,20726301369.90
Bulgaria,19804095563.10
Bulgaria,55734676434.70
Bulgaria,55765057234.30
Bulgaria,11195830236.60
Bulgaria,53316403410.40
Bulgaria,17411159978.00
Bulgaria,14631307232.60
Bulgaria,23002459508.10
Bulgaria,16959385665.50
Bulgaria,9704878270.80
Bulgaria,14303810794.50
Bulgaria,33649637657.90
Bulgaria,28429027237.40
Bulgaria,48669060511.70
Bulgaria,16343311507.00
Bulgaria,20039627039.60
Bulgaria,50161403995.20
Bulgaria,17562122844.80
Bulgaria,13069095617.80
Bulgaria,52591569645.20
Bulgaria,20261212477.90
Bulgaria,43637701889.40
Burkina Faso,3205592289.80
Burkina Faso,5844669845.50
Burkina Faso,2615588545.70
Burkina Faso,3101301781.00
Burkina Faso,12126322793.50
Burkina Faso,1459880352.60
Burkina Faso,8369637065.40
Burkina Faso,10724061338.60
Burkina Faso,1928720390.30
Burkina Faso,5462709498.50
Burkina Faso,2616040645.90
Burkina Faso,2379518099.20
Burkina Faso,1895290964.80
Burkina Faso,3014665728.80
Burkina Faso,4838551099.70
Burkina Faso,2804902723.70
Burkina Faso,2240264711.50
Burkina Faso,2332018010.60
Burkina Faso,1775842679.90
Burkina Faso,2812845513.60
Burkina Faso,12542969275.20
Burkina Faso,3135045684.10
Burkina Faso,8369175126.30
Burkina Faso,2036303381.20
Burkina Faso,1754450379.20
Burkina Faso,11166061507.80
Burkina Faso,8979966766.10
Burkina Faso,2586550747.10
Burkina Faso,6771277871.00
Burkina Faso,2369835438.60
Burkina Faso,1600278756.40
Burkina Faso,1552493414.00
Burkina Faso,2447669403.90
Burkina Faso,2632700362.70
Burkina Faso,4205691222.10
Burundi,925030590.20
Burundi,1201725497.10
Burundi,915257323.40
Burundi,938632612.00
Burundi,1273180655.20
Burundi,972896267.90
Burundi,919726666.70
Burundi,2472384864.10
Burundi,1149979285.80
Burundi,969046666.70
Burundi,1611634286.30
Burundi,1167398478.30
Burundi,893770806.10
Burundi,2026864414.50
Burundi,1113924130.40
Burundi,876794723.10
Burundi,808077223.40
Burundi,1083037670.60
Burundi,1117257313.90
Burundi,3093647293.50
Burundi,1132101252.50
Burundi,2714505576.30
Burundi,2355652063.60
Burundi,1000428393.90
Burundi,1739781535.90
Burundi,1131466494.00
Burundi,1082403219.50
Burundi,1013222222.20
Burundi,987143931.20
Burundi,825394484.40
Burundi,870486065.90
Burundi,784654423.60
Burundi,1356078300.10
Burundi,1082926304.50
Burundi,869033856.30
Cabo Verde,142246875.50
Cabo Verde,1711816593.20
Cabo Verde,264308140.30
Cabo Verde,1871187333.50
Cabo Verde,1789332788.20
Cabo Verde,539227052.90
Cabo Verde,132019065.00
Cabo Verde,487148993.50
Cabo Verde,190651208.00
Cabo Verde,1107890815.30
Cabo Verde,306891107.30
Cabo Verde,138476239.40
Cabo Verde,140630758.60
Cabo Verde,267448513.10
Cabo Verde,1864823990.90
Cabo Verde,490417389.70
Cabo Verde,137728155.20
Cabo Verde,1513934037.30
Cabo Verde,924318505.90
Cabo Verde,1751887838.50
Cabo Verde,501979075.40
Cabo Verde,620974807.10
Cabo Verde,235253171.80
Cabo Verde,357160985.30
Cabo Verde,813963933.80
Cabo Verde,319827058.60
Cabo Verde,563024256.70
Cabo Verde,139468114.60
Cabo Verde,521910560.50
Cabo Verde,1664310632.40
Cabo Verde,971976952.20
Cabo Verde,490608657.90
Cabo Verde,592416703.10
Cabo Verde,406580652.30
Cabo Verde,1837909382.60
Cambodia,12829541141.00
Cambodia,3441205624.40
Cambodia,3443413331.60
Cambodia,3979813387.80
Cambodia,10351914093.20
Cambodia,7274513160.80
Cambodia,16709432402.70
Cambodia,3120425502.60
Cambodia,4284028138.30
Cambodia,4658246906.70
Cambodia,3517242477.20
Cambodia,6293046162.10
Cambodia,15227991395.20
Cambodia,2791435218.70
Cambodia,10401851850.60
Cambodia,14054443213.50
Cambodia,2533727592.00
Cambodia,11242275199.00
Cambodia,8639235842.20
Cambodia,5337833256.00
Cambodia,3654031716.30
Cambodia,3506695722.70
Cameroon,6740757493.30
Cameroon,9732328760.60
Cameroon,10621157923.40
Cameroon,12493286837.10
Cameroon,23322254113.60
Cameroon,11151578702.80
Cameroon,26472056037.80
Cameroon,15775356736.90
Cameroon,12434368415.90
Cameroon,32548591285.90
Cameroon,11140057046.00
Cameroon,17953066721.10
Cameroon,20431780377.90
Cameroon,7322913599.80
Cameroon,23622483983.70
Cameroon,10879778327.80
Cameroon,7801858400.90
Cameroon,13532134752.30
Cameroon,9287367568.80
Cameroon,7381853864.80
Cameroon,16587857509.40
Cameroon,12302473328.90
Cameroon,13621738512.40
Cameroon,10486451906.60
Cameroon,9220471471.00
Cameroon,7636346056.50
Cameroon,26587311527.60
Cameroon,29567504655.50
Cameroon,8148223552.00
Cameroon,11396311478.40
Cameroon,8733230556.30
Cameroon,23381142146.60
Cameroon,9840553566.20
Cameroon,9633109256.70
Cameroon,9629649715.20
Canada,574833733819.10
Canada,608258706467.70
Canada,674325233896.50
Canada,1018401229823.20
Canada,1370839821537.90
Canada,631432423323.20
Canada,375653832313.80
Canada,362960087879.90
Canada,1457871706545.00
Canada,1786655064509.50
Canada,651001011122.30
Canada,506017713496.40
Canada,626950495049.50
Canada,752531702032.80
Canada,590148092992.50
Canada,575998828353.80
Canada,563639358108.10
Canada,732716942148.80
Canada,1310752820874.50
Canada,1614013783731.30
Canada,340318889970.80
Canada,739455928893.70
Canada,429021116138.80
Canada,305748602886.00
Canada,1164144248225.80
Canada,887751766469.20
Canada,313453027478.30
Canada,1832715597431.70
Canada,273436879917.90
Canada,1838964175409.40
Canada,1542618556701.00
Canada,602021276595.70
Canada,1788796361798.90
Canada,592014912581.40
Canada,353887730677.20
Cayman Islands,1012444074.10
Cayman Islands,3207032512.90
Central African Republic,1278781259.30
Central African Republic,1115389673.90
Central African Republic,851174357.30
Central African Republic,1233930279.00
