Effect of spironolactone on diastolic function in hypertensive left ventricular hypertrophy,2014,S G,Lloyd
Effect of spironolactone on diastolic function in hypertensive left ventricular hypertrophy,2014,S,Oparil
Effect of spironolactone on diastolic function in hypertensive left ventricular hypertrophy,2014,L J,Dell'Italia
Effect of spironolactone on diastolic function in hypertensive left ventricular hypertrophy,2014,D A,Calhoun
Effect of spironolactone on diastolic function in hypertensive left ventricular hypertrophy,2014,H,Gupta
Development of RNA aptamers targeting Ebola virus VP35,2013,Jennifer M,Binning
Development of RNA aptamers targeting Ebola virus VP35,2013,Tianjiao,Wang
Development of RNA aptamers targeting Ebola virus VP35,2013,Priya,Luthra
Development of RNA aptamers targeting Ebola virus VP35,2013,Reed S,Shabman
Development of RNA aptamers targeting Ebola virus VP35,2013,Dominika M,Borek
Development of RNA aptamers targeting Ebola virus VP35,2013,Gai,Liu
Development of RNA aptamers targeting Ebola virus VP35,2013,Wei,Xu
Development of RNA aptamers targeting Ebola virus VP35,2013,Daisy W,Leung
Development of RNA aptamers targeting Ebola virus VP35,2013,Christopher F,Basler
Development of RNA aptamers targeting Ebola virus VP35,2013,Gaya K,Amarasinghe
Seeing the forest through the trees: improving decision making on the Iowa gambling task by shifting focus from short- to long-term outcomes,2013,Melissa T,Buelow
Seeing the forest through the trees: improving decision making on the Iowa gambling task by shifting focus from short- to long-term outcomes,2013,Bradley M,Okdie
Seeing the forest through the trees: improving decision making on the Iowa gambling task by shifting focus from short- to long-term outcomes,2013,Amber L,Blaine
Decision making process in patients with lumbar spinal canal stenosis,2014,P,Azimi
Decision making process in patients with lumbar spinal canal stenosis,2014,E C,Benzel
Decision making process in patients with lumbar spinal canal stenosis,2014,S,Shahzadi
Decision making process in patients with lumbar spinal canal stenosis,2014,S,Azhari
Decision making process in patients with lumbar spinal canal stenosis,2014,H,Mohmmadi
Polysomy of chromosomes 1 and 19: an underestimated prognostic factor in oligodendroglial tumors,2014,Haihui,Jiang
Polysomy of chromosomes 1 and 19: an underestimated prognostic factor in oligodendroglial tumors,2014,Xiaohui,Ren
Polysomy of chromosomes 1 and 19: an underestimated prognostic factor in oligodendroglial tumors,2014,Zhe,Zhang
Polysomy of chromosomes 1 and 19: an underestimated prognostic factor in oligodendroglial tumors,2014,Wei,Zeng
Polysomy of chromosomes 1 and 19: an underestimated prognostic factor in oligodendroglial tumors,2014,Junmei,Wang
Polysomy of chromosomes 1 and 19: an underestimated prognostic factor in oligodendroglial tumors,2014,Song,Lin
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Vincent L,Mendy
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Mario J,Azevedo
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Daniel F,Sarpong
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Sylvia E,Rosas
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Olugbemiga T,Ekundayo
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Jung Hye,Sung
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Azad R,Bhuiyan
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Brenda C,Jenkins
The association between individual and combined components of metabolic syndrome and chronic kidney disease among African Americans: the Jackson Heart Study,2014,Clifton,Addison
Segmentation of Blood Vessels and Optic Disc in Retinal Images,2014,Ana,Salazar-Gonzalez
Segmentation of Blood Vessels and Optic Disc in Retinal Images,2014,Djibril,Kaba
Segmentation of Blood Vessels and Optic Disc in Retinal Images,2014,Yongmin,Li
Segmentation of Blood Vessels and Optic Disc in Retinal Images,2014,Xiaohui,Liu
Factors associated with battered Filipino women's decision to stay in or leave an abusive relationship,2013,Alicia F,Estrellado
Factors associated with battered Filipino women's decision to stay in or leave an abusive relationship,2013,Jennifer M I,Loh
Re: an investigation of risk factors for renal cell carcinoma by histologic subtype in two case-control studies,2013,M Pilar,Laguna
Profile of Andrea Rinaldo,2014,Paul,Gabrielsen
Cost-effectiveness of a novel molecular test for cytologically indeterminate thyroid nodules,2011,Henry,Li
Cost-effectiveness of a novel molecular test for cytologically indeterminate thyroid nodules,2011,Karen A,Robinson
Cost-effectiveness of a novel molecular test for cytologically indeterminate thyroid nodules,2011,Blair,Anton
Cost-effectiveness of a novel molecular test for cytologically indeterminate thyroid nodules,2011,Ian J,Saldanha
Cost-effectiveness of a novel molecular test for cytologically indeterminate thyroid nodules,2011,Paul W,Ladenson
Surgical planning after sleep versus awake techniques in patients with obstructive sleep apnea,2014,Enrique,Fernández-Julián
Surgical planning after sleep versus awake techniques in patients with obstructive sleep apnea,2014,Miguel Ángel,García-Pérez
Surgical planning after sleep versus awake techniques in patients with obstructive sleep apnea,2014,Javier,García-Callejo
Surgical planning after sleep versus awake techniques in patients with obstructive sleep apnea,2014,Felipe,Ferrer
Surgical planning after sleep versus awake techniques in patients with obstructive sleep apnea,2014,Francisco,Martí
Surgical planning after sleep versus awake techniques in patients with obstructive sleep apnea,2014,Jaime,Marco
Bone marrow stem cell therapy for liver disease,2014,Andrew,King
Bone marrow stem cell therapy for liver disease,2014,Philip N,Newsome
How shall we manage the incidentally found thyroid nodule?,2013,Sebastian R,Aspinall
How shall we manage the incidentally found thyroid nodule?,2013,Sarah G S,Ong
How shall we manage the incidentally found thyroid nodule?,2013,Michael S J,Wilson
How shall we manage the incidentally found thyroid nodule?,2013,Thomas W J,Lennard
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,Margaret A,Park
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,Guo,Zhang
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,James,Norris
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,Philip B,Hylemon
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,Paul B,Fisher
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,Steven,Grant
Regulation of autophagy by ceramide-CD95-PERK signaling,2008,Paul,Dent
Diabetes and cancer: Epidemiology and potential mechanisms,2014,Hans-Georg,Joost
Can mobile phones help control neglected tropical diseases? Experiences from Tanzania,2013,Shirin,Madon
Can mobile phones help control neglected tropical diseases? Experiences from Tanzania,2013,Jackline Olanya,Amaguru
Can mobile phones help control neglected tropical diseases? Experiences from Tanzania,2013,Mwele Ntuli,Malecela
Can mobile phones help control neglected tropical diseases? Experiences from Tanzania,2013,Edwin,Michael
Prevalence of bilateral 'mirror-image' lesions in patients with oral potentially malignant epithelial lesions,2011,Chong Huat,Siar
Prevalence of bilateral 'mirror-image' lesions in patients with oral potentially malignant epithelial lesions,2011,Michelle Clare,Mah
Prevalence of bilateral 'mirror-image' lesions in patients with oral potentially malignant epithelial lesions,2011,Praveen Preet,Gill
Managing declining yields from ageing tea plantations,2014,Mark G,Kibblewhite
Managing declining yields from ageing tea plantations,2014,Sudhir,Prakash
Managing declining yields from ageing tea plantations,2014,Mridul,Hazarika
Managing declining yields from ageing tea plantations,2014,Paul J,Burgess
Managing declining yields from ageing tea plantations,2014,Ruben,Sakrabani
Frontoparietal activity and its structural connectivity in binocular rivalry,2009,Juliane C,Wilcke
Frontoparietal activity and its structural connectivity in binocular rivalry,2009,Robert P,O'Shea
Frontoparietal activity and its structural connectivity in binocular rivalry,2009,Richard,Watts
Structural network analysis of brain development in young preterm neonates,2014,Colin J,Brown
Structural network analysis of brain development in young preterm neonates,2014,Steven P,Miller
Structural network analysis of brain development in young preterm neonates,2014,Brian G,Booth
Structural network analysis of brain development in young preterm neonates,2014,Shawn,Andrews
Structural network analysis of brain development in young preterm neonates,2014,Vann,Chau
Structural network analysis of brain development in young preterm neonates,2014,Kenneth J,Poskitt
Structural network analysis of brain development in young preterm neonates,2014,Ghassan,Hamarneh
Would it be ethical to use motivational interviewing to increase family consent to deceased solid organ donation?,2013,Isra,Black
Would it be ethical to use motivational interviewing to increase family consent to deceased solid organ donation?,2013,Lisa,Forsberg
Behavioral Regulation and the Modulation of Information Coding in the Lateral Prefrontal and Cingulate Cortex,2014,Mehdi,Khamassi
Behavioral Regulation and the Modulation of Information Coding in the Lateral Prefrontal and Cingulate Cortex,2014,René,Quilodran
Behavioral Regulation and the Modulation of Information Coding in the Lateral Prefrontal and Cingulate Cortex,2014,Pierre,Enel
Behavioral Regulation and the Modulation of Information Coding in the Lateral Prefrontal and Cingulate Cortex,2014,Peter F,Dominey
Behavioral Regulation and the Modulation of Information Coding in the Lateral Prefrontal and Cingulate Cortex,2014,Emmanuel,Procyk
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Souichi,Yanamoto
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Shin-Ichi,Yamada
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Hidenori,Takahashi
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Tomofumi,Naruse
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Yuki,Matsushita
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Hisazumi,Ikeda
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Takeshi,Shiraishi
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Sachiko,Seki
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Shuichi,Fujita
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Tohru,Ikeda
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Izumi,Asahina
Expression of the cancer stem cell markers CD44v6 and ABCG2 in tongue cancer: effect of neoadjuvant chemotherapy on local recurrence,2014,Masahiro,Umeda
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Bimmer E,Claessen
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,George D,Dangas
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Cosmo,Godino
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,José P S,Henriques
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Martin B,Leon
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Seung-Jung,Park
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Gregg W,Stone
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Jeffrey W,Moses
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Antonio,Colombo
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,Roxana,Mehran
Impact of target vessel on long-term survival after percutaneous coronary intervention for chronic total occlusions,2013,[Collective Name],Multinational CTO Registry
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Fu Bo,Cheng
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Xin Hua,Wan
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Jia Chun,Feng
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Ling Yan,Ma
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Bo,Hou
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Feng,Feng
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Lin,Wang
Subcellular distribution of THAP1 and alterations in the microstructure of brain white matter in DYT6 dystonia,2012,Ying Mai,Yang
Objective habitual physical activity and estradiol levels in obese Latina adolescents,2012,Lauren E,Gyllenhammer
Objective habitual physical activity and estradiol levels in obese Latina adolescents,2012,Amanda K,Vanni
Objective habitual physical activity and estradiol levels in obese Latina adolescents,2012,Courtney E,Byrd-Williams
Objective habitual physical activity and estradiol levels in obese Latina adolescents,2012,Marc,Kalan
Objective habitual physical activity and estradiol levels in obese Latina adolescents,2012,Leslie,Bernstein
Objective habitual physical activity and estradiol levels in obese Latina adolescents,2012,Jaimie N,Davis
Neuroimaging of Essential Tremor: What is the Evidence for Cerebellar Involvement?,2012,Luca,Passamonti
Neuroimaging of Essential Tremor: What is the Evidence for Cerebellar Involvement?,2012,Antonio,Cerasa
Neuroimaging of Essential Tremor: What is the Evidence for Cerebellar Involvement?,2012,Aldo,Quattrone
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,Robert D,Christensen
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,Hassan M,Yaish
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,Susan E,Wiedmeier
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,N Scott,Reading
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,Theodore J,Pysher
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,Cheryl Ann,Palmer
Neonatal death suspected to be from sepsis was found to be kernicterus with G6PD deficiency,2013,Josef T,Prchal
What drives the comparative effectiveness of biologics vs methotrexate in rheumatoid arthritis? Meta-regression and graphical inspection of suspected clinical factors,2014,Steve,Kanters
What drives the comparative effectiveness of biologics vs methotrexate in rheumatoid arthritis? Meta-regression and graphical inspection of suspected clinical factors,2014,Eric,Druyts
What drives the comparative effectiveness of biologics vs methotrexate in rheumatoid arthritis? Meta-regression and graphical inspection of suspected clinical factors,2014,Edward J,Mills
What drives the comparative effectiveness of biologics vs methotrexate in rheumatoid arthritis? Meta-regression and graphical inspection of suspected clinical factors,2014,Kristian,Thorlund
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Fabienne,Cyprien
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Philippe,Courtet
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Vanessa,Poulain
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Jerome,Maller
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Chantal,Meslin
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Alain,Bonafé
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Emmanuelle,Le Bars
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Marie-Laure,Ancelin
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Karen,Ritchie
Corpus callosum size may predict late-life depression in women: a 10-year follow-up study,2014,Sylvaine,Artero
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Koichi,Okamoto
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Masakuni,Amari
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Yukio,Fujita
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Kouki,Makioka
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Toshio,Fukuda
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Keiji,Suzuki
Cytoplasmic TDP-43 accumulation in cells of the adrenal medulla in individuals with or without amyotrophic lateral sclerosis,2014,Masamitsu,Takatama
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Priya,Bhardwaj
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Baoheng,Du
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Xi Kathy,Zhou
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Erika,Sue
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Michael D,Harbus
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Domenick J,Falcone
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Dilip,Giri
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Clifford A,Hudis
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Levy,Kopelovich
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Kotha,Subbaramaiah
Caloric restriction reverses obesity-induced mammary gland inflammation in mice,2013,Andrew J,Dannenberg
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Kevin P,Balanda
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Claire M,Buckley
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Steve J,Barron
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Lorraine E,Fahy
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Jamie M,Madden
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Janas M,Harrington
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Ivan J,Perry
Prevalence of diabetes in the Republic of Ireland: results from the National Health Survey (SLAN) 2007,2013,Patricia M,Kearney
Attitudes of nursing staff towards involvement in medical end-of-life decisions: a national survey study,2013,Gwenda,Albers
Attitudes of nursing staff towards involvement in medical end-of-life decisions: a national survey study,2013,Anneke L,Francke
Attitudes of nursing staff towards involvement in medical end-of-life decisions: a national survey study,2013,Anke J E,de Veer
Attitudes of nursing staff towards involvement in medical end-of-life decisions: a national survey study,2013,Johan,Bilsen
Attitudes of nursing staff towards involvement in medical end-of-life decisions: a national survey study,2013,Bregje D,Onwuteaka-Philipsen
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Lisa,Chow
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Lynn E,Eberly
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Erin,Austin
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Mercedes,Carnethon
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Claude,Bouchard
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Barbara,Sternfeld
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Na,Zhu
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Steve,Sidney
Fitness Change Effects on Midlife Metabolic Outcomes: The CARDIA Study,2014,Pamela,Schreiner
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Shu-Wei,Zhou
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Bei-Bei,Su
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Yong,Zhou
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Yue-Qing,Feng
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Yu,Guo
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Yun-Xiang,Wang
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Pan,Qi
Aberrant miR-215 expression is associated with clinical outcome in breast cancer patients,2014,Sheng,Xu
Examining the Direct and Indirect Effects of Fear and Anger on Criminal Decision Making Among Known Offenders,2014,Jeff A,Bouffard
Peripheral calcifying cystic odontogenic tumour of the maxillary gingiva,2012,Ana Paula,de Lima
Peripheral calcifying cystic odontogenic tumour of the maxillary gingiva,2012,Dárcio,Kitakawa
Peripheral calcifying cystic odontogenic tumour of the maxillary gingiva,2012,Janete Dias,Almeida
Peripheral calcifying cystic odontogenic tumour of the maxillary gingiva,2012,Adriana Aigotti Haberbeck,Brandão
Peripheral calcifying cystic odontogenic tumour of the maxillary gingiva,2012,Ana Lia,Anbinder
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,Linda E,Kelemen
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,James D,Brenton
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,Christine,Parkinson
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,Hayley,C Whitaker
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,Anna M,Piskorz
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,Ilona,Csizmadi
Conditions associated with circulating tumor-associated folate receptor 1 protein in healthy men and women,2014,Paula J,Robson
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Brittany L,Rocque
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Sima,Babayeva
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Jane,Li
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Vicki,Leung
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Lisa,Nezvitsky
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Andrey V,Cybulsky
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Philippe,Gros
Deficiency of the Planar Cell Polarity Protein Vangl2 in Podocytes Affects Glomerular Morphogenesis and Increases Susceptibility to Injury,2014,Elena,Torban
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Siri Beier,Jensen
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Virginia,Jarvis
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Yehuda,Zadik
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Andrei,Barasch
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Anura,Ariyawardana
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Allan,Hovan
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Noam,Yarom
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Rajesh V,Lalla
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Joanne,Bowen
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,Sharon,Elad
Systematic review of miscellaneous agents for the management of oral mucositis in cancer patients,2013,[Collective Name],Mucositis Study Group of the Multinational Association of Supportive Care in Cancer/International Society of Oral Oncology (MASCC/ISOO)
Nutrition transition and cardiovascular disease risk factors in Middle East and North Africa countries: reviewing the evidence,2010,Abla,Mehio Sibai
Nutrition transition and cardiovascular disease risk factors in Middle East and North Africa countries: reviewing the evidence,2010,Lara,Nasreddine
Nutrition transition and cardiovascular disease risk factors in Middle East and North Africa countries: reviewing the evidence,2010,Ali H,Mokdad
Nutrition transition and cardiovascular disease risk factors in Middle East and North Africa countries: reviewing the evidence,2010,Nada,Adra
Nutrition transition and cardiovascular disease risk factors in Middle East and North Africa countries: reviewing the evidence,2010,Maya,Tabet
Nutrition transition and cardiovascular disease risk factors in Middle East and North Africa countries: reviewing the evidence,2010,Nahla,Hwalla
ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3-only protein NOXA in cancer cells,2009,Qiuyan,Wang
ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3-only protein NOXA in cancer cells,2009,Helena,Mora-Jensen
ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3-only protein NOXA in cancer cells,2009,Marc A,Weniger
ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3-only protein NOXA in cancer cells,2009,Patricia,Perez-Galan
ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3-only protein NOXA in cancer cells,2009,Chris,Wolford
ERAD inhibitors integrate ER stress with an epigenetic mechanism to activate BH3-only protein NOXA in cancer cells,2009,Tsonwin,Hai
