Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Chien-Cheng Huang
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Min-Hsien Chung
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Shih-Feng Weng
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Chih-Chiang Chien
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Shio-Jean Lin
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Hung-Jung Lin
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,How-Ran Guo
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Shih-Bin Su
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Chien-Chin Hsu
Long-term prognosis of patients with carbon monoxide poisoning: a nationwide cohort study,2014,Chi-Wen Juan
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Arnon P Kater
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Marjolein Spiering
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Roberto D Liu
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,G Doreen Te Raa
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,E Slinger
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Sanne H Tonino
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Marielle M Beckers
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Simon Daenen
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Jeanette K Doorduijn
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Nienke A G Lankheet
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Dieuwertje M Luijks
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Eric Eldering
Dasatinib in combination with fludarabine in patients with refractory chronic lymphocytic leukemia: a multicenter phase 2 study,2013,Marinus H J van Oers
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Ssu-Hsueh Tseng
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Cheng-Chieh Yang
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,En-Hao Yu
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Christine Chang
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Yong-Syu Lee
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Chung-Ji Liu
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Kuo-Wei Chang
K14-EGFP-miR-31 transgenic mice have high susceptibility to chemical-induced squamous cell tumorigenesis that is associating with Ku80 repression,2014,Shu-Chun Lin
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Carlo Catassi
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Julio C Bai
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Bruno Bonaz
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Gerd Bouma
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Antonio Calabrò
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Antonio Carroccio
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Gemma Castillejo
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Carolina Ciacci
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Fernanda Cristofori
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Jernej Dolinsek
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Ruggiero Francavilla
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Luca Elli
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Peter Green
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Wolfgang Holtmeier
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Peter Koehler
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Sibylle Koletzko
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Christof Meinhold
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,David Sanders
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Michael Schumann
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Detlef Schuppan
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Reiner Ullrich
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Andreas Vécsei
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Umberto Volta
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Victor Zevallos
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Anna Sapone
Non-Celiac Gluten sensitivity: the new frontier of gluten related disorders,2013,Alessio Fasano
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,A Vitale
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,A Cucchetti
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,G L Qiao
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,M Cescon
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,J Li
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,R Ramirez Morales
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,A C Frigo
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,Y Xia
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,F Tuci
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,F Shen
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,U Cillo
"Is resectable hepatocellular carcinoma a contraindication to liver transplantation? A novel decision model based on ""number of patients needed to transplant"" as measure of transplant benefit",2014,A D Pinna
Colon cancer: a civilization disorder,2011,Alastair J M Watson
Colon cancer: a civilization disorder,2011,Paul D Collins
Changes in surface EMG assessed by discrete wavelet transform during maximal isometric voluntary contractions following supramaximal cycling,2012,Luis Peñailillo
Changes in surface EMG assessed by discrete wavelet transform during maximal isometric voluntary contractions following supramaximal cycling,2012,Rony Silvestre
Changes in surface EMG assessed by discrete wavelet transform during maximal isometric voluntary contractions following supramaximal cycling,2012,Kazunori Nosaka
Flap selection and functional outcomes in total glossectomy with laryngeal preservation,2013,Jordan Rihani
Flap selection and functional outcomes in total glossectomy with laryngeal preservation,2013,Michael R Lee
Flap selection and functional outcomes in total glossectomy with laryngeal preservation,2013,Thomas Lee
Flap selection and functional outcomes in total glossectomy with laryngeal preservation,2013,Yadranko Ducic
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,I Florath
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,S Brandt
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,M N Weck
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,A Moss
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,P Gottmann
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,D Rothenbacher
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,M Wabitsch
Evidence of inappropriate cardiovascular risk assessment in middle-age women based on recommended cut-points for waist circumference,2014,H Brenner
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Saulo J A Felizola
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Takashi Maekawa
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Yasuhiro Nakamura
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Fumitoshi Satoh
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Yoshikiyo Ono
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Kumi Kikuchi
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Shizuka Aritomi
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Keiichi Ikeda
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Michihiro Yoshimura
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Katsuyoshi Tojo
Voltage-gated calcium channels in the human adrenal and primary aldosteronism,2014,Hironobu Sasano
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,G Manin
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,A Pons
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,P Baltzinger
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,F Moreau
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,C Iamandi
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,J M Wilhelm
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,P Lenoble
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,L Kessler
Obstructive sleep apnoea in people with Type 1 diabetes: prevalence and association with micro- and macrovascular complications,2014,R Kessler
